Filename,Question,Human,Correct,Type,Model,Response
image_0105.jpg,Can you see dog’s legs ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0106.jpg,How many cats are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0107.jpg,Can you see the cat's nose ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0108.jpg,How many cats are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0109.jpg,How many dogs are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0110.jpg,Is the girl sitting on the couch?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0111.jpg,Is the tall guy holding the girl in extreme left ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0112.jpg,Can you see the dog's tail?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0113.jpg,Does the guy or right have his right hand close to body ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0114.jpg,Is the singer also handling the vertical guitar ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,"No. The singer is holding a microphone, but the person playing the guitar in the image is a different individual."
image_0115.jpg,Does the guy or right have his right hand close to body ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0116.jpg,Is the man in the centre holding the mic,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0117.jpg,Do you see the man and hen ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0118.jpg,Do you see the man and the dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0119.jpg,"Is the body of the old man on the right, visible?",Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0120.jpg,Can you see the left man's left hand ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0121.jpg,How many dogs are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0122.jpg,Is the right hand of the woman in the middle visible?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0123.jpg,How many cats are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0124.jpg,Is the woman in the centre wearing black jeans ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0125.jpg,"Do you see a woman, man and a cat ?",No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0126.jpg,How many dogs do you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0127.jpg,Is the cat’s head near top of the sofa ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0128.jpg,Can you see a woman’s face in this picture?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0129.jpg,How many dogs do you see in the picture ?,2,1,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0130.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0131.jpg,Can you see a man wearing jean shorts?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0132.jpg,Can you see the baby's left hand ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0133.jpg,Do you see the persons face ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0134.jpg,Can you see both the legs of the lady in black tshirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0135.jpg,How many cats are there in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0136.jpg,How many dogs are there in this picture ?,4,5,Numeric,Llama-3.2-11B-Vision-Instruct,5
image_0137.jpg,Can you see a dog in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0138.jpg,How many cats are there in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0139.jpg,Can you see the face of the person?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0140.jpg,Are both wheels of the cycle on the right touching the floor ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0141.jpg,Is the guy on right holding the bottle ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0142.jpg,Can you see the head of man wearing red jacket ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0143.jpg,Can you see the head of cat with brown body ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0144.jpg,Can you see a man with wide shoulders?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0145.jpg,Can you see the right hand of the man on the right ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0146.jpg,How many people can you seen in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0147.jpg,Is the bent person’s left leg visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0148.jpg,Can you see the hands of the girl on the right wearing the yellow dress?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0149.jpg,How many people do you seen in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0150.jpg,Can you see the face of the man wearing blue shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0151.jpg,Is the man wearing blue briefs ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0152.jpg,Can you see the fingers of both hands ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0153.jpg,Can you see the right hand of the man in costume ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0154.jpg,Do you see a person in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0155.jpg,Can you see a dog in the image?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,"No, there is no dog in the image."
image_0156.jpg,Can you see a cat with eight legs?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0157.jpg,How many cats do you see in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0158.jpg,Does the girl have yoda like ears?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0159.jpg,Is the person with blue hair wearing black tshirt?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0160.jpg,Can you see the complete face of the person wearing blue jeans ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0161.jpg,Has the man wearing yellow jersey stretched any of his hand ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0162.jpg,Do you see a dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0163.jpg,Do you see a tiger ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0164.jpg,Do you see a tiger ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0165.jpg,Do you see a cat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0166.jpg,Do you see a rabbit ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0167.jpg,Do you see a cat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0168.jpg,Do you see a mountain goat?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0169.jpg,Do you see a cheetah?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0170.jpg,Can you see the dog’s body?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0171.jpg,How many legs of the person wearing green camouflage dress visible ?,3,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0172.jpg,Do you see any animal in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0173.jpg,Do you see any animal ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0174.jpg,Do you see the deer ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0175.jpg,Do you see a cat in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0176.jpg,Do you see a cat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0177.jpg,Do you see the deer ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0178.jpg,Is the person wearing a cream robe have a big white hat ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0179.jpg,Is the man wearing grey pants ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0180.jpg,How many dog's head is visible ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0181.jpg,Do you see a cat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0182.jpg,Is the man's both body and leg visible ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0183.jpg,Do  you see the dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0184.jpg,How many human's are there in this picture?,2,1,Numeric,Llama-3.2-11B-Vision-Instruct,There is 1 human in this picture.
image_0185.jpg,Is the person sitting on chair wearing slippers ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0186.jpg,How many birds do you see ?,5,6,Numeric,Llama-3.2-11B-Vision-Instruct,5
image_0187.jpg,How many people do you see ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0188.jpg,Can you see a dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0189.jpg,Can you see a dog in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0190.jpg,Can you see a dog in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0191.jpg,Can you see a cat in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0192.jpg,Can you see a cat in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0193.jpg,Is the centre player occluding any other player ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0194.jpg,Can you see the woman's head ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0195.jpg,how many cats are there in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0196.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0197.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0198.jpg,How many cats are there in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,3
image_0199.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0200.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0201.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0202.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0203.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0204.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0205.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0206.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0207.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0208.jpg,Did you see a dog and a man ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0209.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0210.jpg,can you see a cat with body and tail visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0211.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0212.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0213.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0214.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0215.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0216.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0217.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0218.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0219.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0220.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0221.jpg,How many cats are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0222.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0223.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0224.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0225.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0226.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0227.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0228.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No
image_0229.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0230.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0231.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0232.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0233.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0234.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0235.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0236.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0237.jpg,How many cats are there in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
